,keyed_name,id,created_on,created_by_id,owned_by_id,managed_by_id,modified_on,modified_by_id,current_state,locked_by_id,is_current,minor_rev,is_released,not_lockable,css,generation,new_version,config_id,permission_id,release_date,effective_date,team_id,cost,cost_basis,description,external_id,external_owner,external_type,has_change_pending,make_buy,name,thumbnail,unit,weight,weight_basis,item_number,classification,major_rev,state,superseded_date,control_type,indexed_on
43,MP3187,24FEE125CF0443808A9F2D5FF92F784F,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,24FEE125CF0443808A9F2D5FF92F784F,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,5.51,Actual,MHz Band Ceramic Chip Resonators (SMD) PBRC-H / PBRC-M Series,,,,0,Buy,Crystal 16Mhz,,EA,,,MP3187,Component,A,Released,,Serial,
44,MP2954,25B24562BD344C45A49CB6A0A6CD6DFC,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2018-01-24 07:40:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,72A2322564FE4193933CFB5339487A06,,1,,0,0,,4,0,39CB2792B428432490200368B87DE9CA,5C07EB829D4241F6BB884952960FAF58,,,,,,,,SofTech.Mechanical.SolidWorks,,1,Make,Extruder,vault:///?fileId=68659ED9F0904F6A93770582E53384D4,EA,,,MP2954,Assembly,B,Preliminary,,Serial,
45,MP3508-2,25E3941DBCF5460EB8044C0E4A6B55CF,2017-12-03 20:35:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,3,0,25E3941DBCF5460EB8044C0E4A6B55CF,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,3.45,Actual,,,,,0,Make,New Replicator Interfaceboard - bare board,,EA,,,MP3508-2,Component,B,Released,,Serial,
46,MP3154,26ABA42FB5614F5D85FE71CC4049E754,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,26ABA42FB5614F5D85FE71CC4049E754,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.26,Actual,Resistor SMT 100 ohms,,,,0,Buy,Resistor .1K,,EA,,,MP3154,Component,A,Released,,Serial,
47,MP1606,272D01E1DB72482DBDDE21293D13474F,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-10 16:56:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,272D01E1DB72482DBDDE21293D13474F,95475AE006E7415794BDC93808DC04D2,2017-11-10 16:56:00.000,2017-11-10 16:56:00.000,,21.5,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Motor Wiring Harness 42inch,vault:///?fileId=8282262B370F48D6A20A9824AF763B0F,EA,,,MP1606,Component,B,Released,,Serial,
48,MP2941,285C1BB764CA40A9BF0B88BB13E02598,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2018-01-24 07:00:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,72A2322564FE4193933CFB5339487A06,,1,,0,0,,2,0,5CC0ED4630B044ACBF578AC35E4B640B,5C07EB829D4241F6BB884952960FAF58,,,,48.44,Calculated,,,SofTech.Mechanical.SolidWorks,,1,Make,Body Panels,vault:///?fileId=48DE2D4C0737419885B32E6CB94C2808,EA,,,MP2941,Assembly,B,Preliminary,,Serial,
49,MP0138,29700480275442B2A9F94C18F8ABEEEA,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,29700480275442B2A9F94C18F8ABEEEA,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,22.1,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Type K Thermocouple,vault:///?fileId=1C6ED1C81E64413F965B08AD8F456003,EA,,,MP0138,Component,A,Released,,Serial,
50,MP3458,298EBF22A0A04AFBBF3B807E0FAEEF96,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,298EBF22A0A04AFBBF3B807E0FAEEF96,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,2.28,Actual,Epoxy sealed terminals,,,,0,Buy,Reset Switch,,EA,,,MP3458,Component,A,Released,,Serial,
51,MP3980,2B0A9C4FB28642738B6D756AE6CA0DB8,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,2B0A9C4FB28642738B6D756AE6CA0DB8,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,8.85,Actual,8-bit Microcontroller with 8/16/32K Bytes of ISP Flash and USB Controller,,,,0,Buy,Microcontroller,,EA,,,MP3980,Component,A,Released,,Serial,
52,MP2685,2C6561CD9F21402EBBDB14822EE3A346,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,2C6561CD9F21402EBBDB14822EE3A346,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.45,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Spacer Black 16.5mm length 3.2mm ID 7mm OD,vault:///?fileId=C71D1CB8898A4C29A2EFDE395F00E69B,EA,,,MP2685,Component,C,Released,,Serial,
53,MP2683,2C997FC81EBA4B2CB9C32E06812A7AC7,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,2,0,2C997FC81EBA4B2CB9C32E06812A7AC7,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.47,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Clamp Hinged Blind Hole Mount Black,vault:///?fileId=0F8E1DB3CB22439AA65341ED7C4CB6B9,EA,,,MP2683,Component,B,Released,,Serial,
54,MP2589,2CDED77371B9446EA4E1D000CB459C5A,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,72A2322564FE4193933CFB5339487A06,,1,,0,0,,1,0,2CDED77371B9446EA4E1D000CB459C5A,5C07EB829D4241F6BB884952960FAF58,,,,,,,,SofTech.Mechanical.SolidWorks,,0,Make,MK7 Bar Mount,vault:///?fileId=67AB3527FC7546D2A8A8809E84A6470E,EA,,,MP2589,Component,B,Preliminary,,Serial,
55,MP2945,2D75C43A439E425AAFBC6BA75E9922B6,2017-11-11 22:03:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,3,0,2D75C43A439E425AAFBC6BA75E9922B6,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,3.88,Actual,,,,,0,Make,Cover Angled Front,vault:///?fileId=40E48B3EA1624AE5BBA1F7861F9B5868,EA,,,MP2945,Component,D,Released,,Serial,
56,MP2964,2D967C7D1DC94B879770A5331D45E256,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,3,0,2D967C7D1DC94B879770A5331D45E256,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,3.5,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Test Electronics Cover,vault:///?fileId=FF3694827B2D4281A0EAA72CEE8F50F0,EA,,,MP2964,Component,D,Released,,Serial,
57,MP2669,2DB5633B721C41489959D08A0BE326FA,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,2DB5633B721C41489959D08A0BE326FA,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,8.77,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,26 Pin Ribbon Cable,vault:///?fileId=0E5B618559044080ABF571F36F861471,EA,,,MP2669,Component,B,Released,,Serial,
58,MP2344,2DDC79EA26CB49DE974088C3D64369B5,2017-11-11 22:03:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,2,0,2DDC79EA26CB49DE974088C3D64369B5,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,2.59,Actual,,,,,0,Make,MK7 Filament Drive Block,vault:///?fileId=753176E8F64A4E2AAC86B03D209C98B9,EA,,,MP2344,Component,B,Released,,Serial,
59,MP2949,2F13F8E06AB141DC99F9312B31E307BE,2017-11-11 22:03:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,3,0,2F13F8E06AB141DC99F9312B31E307BE,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,5.35,Actual,,,,,0,Make,Cover Side,vault:///?fileId=693835FC34004039BCC570DE1FBF8C83,EA,,,MP2949,Component,B,Released,,Serial,
60,MP3232,3015E92BDB3C48AE92514C50C24F9471,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,3015E92BDB3C48AE92514C50C24F9471,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,2.53,Actual,PCA95334-bit I2C-bus LED dimmer,,,,0,Buy,LED display driver,,EA,,,MP3232,Component,A,Released,,Serial,
61,MP2966,32CAB391549C40BD90461997B0E75FA2,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,3,0,32CAB391549C40BD90461997B0E75FA2,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,4.75,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Wire-Filament Extruder Guide,vault:///?fileId=D26D74A167ED4BF1873AA007A994D5DC,EA,,,MP2966,Component,C,Released,,Serial,
62,MP3564,336B9D1C58284077A6D56CCB404C57EC,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,336B9D1C58284077A6D56CCB404C57EC,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.429,Actual,XC7WH14 Triple inverting Schmitt trigger,,,,0,Buy,Tri logic inverter,,EA,,,MP3564,Component,A,Released,,Serial,
63,MP3546,35572CBF727C4ECB8B40D0D872024E8C,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,35572CBF727C4ECB8B40D0D872024E8C,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.77,Actual,100K thermistor SMD 1206 1%,,,,0,Buy,Thermistor 100K,,EA,,,MP3546,Component,A,Released,,Serial,
64,MP3977,3566D143207046E2BBF63708012F4C97,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,3566D143207046E2BBF63708012F4C97,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,1.61,Actual,"LIQUID CRYSTAL DISPLAY DRIVER, PQFP80",,,,0,Buy,LCD Controller,,EA,,,MP3977,Component,A,Released,,Serial,
65,MP1914,3620D4920F0E4293B571FA64E256C558,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,3620D4920F0E4293B571FA64E256C558,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.025,Actual,,,SofTech.Mechanical.SolidWorks,,0,Buy,Washer .16in ID .25in OD .015in Thk,vault:///?fileId=C2C7001F1EF242C183707D15F98F2AA3,EA,,,MP1914,Component,A,Released,,Serial,
66,MP3150,37280634371E42F291A6B1D906A430D6,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,37280634371E42F291A6B1D906A430D6,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.191,Actual,Thick film rectangular MCR03 (1608 size),,,,0,Buy,Resistor 100K,,EA,,,MP3150,Component,A,Released,,Serial,
67,MP2989,373E82A7190C4FA9846F542812F6844C,2017-12-03 20:35:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-12-03 20:35:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,72A2322564FE4193933CFB5339487A06,,1,,0,0,,1,0,373E82A7190C4FA9846F542812F6844C,5C07EB829D4241F6BB884952960FAF58,,,,,,,,SofTech.Mechanical.SolidWorks,,0,Make,Makerbot MightyBoard Software v2,,EA,,,MP2989,Software,A,Preliminary,,Serial,
68,MP2954,39CB2792B428432490200368B87DE9CA,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2018-01-24 07:40:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,BE7478E822444326A2EC9F1E11A88963,,0,,1,0,,3,0,39CB2792B428432490200368B87DE9CA,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,,,,,SofTech.Mechanical.SolidWorks,,1,Make,Extruder,vault:///?fileId=68659ED9F0904F6A93770582E53384D4,EA,,,MP2954,Assembly,A,In Change,,Serial,
69,MP3640,3A972DCC9F8643829B3E8FDF4A2C17A9,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,3A972DCC9F8643829B3E8FDF4A2C17A9,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.63,Actual,"Header, 13-Pin, Dual row",,,,0,Buy,26 pin header 13x2,,EA,,,MP3640,Component,A,Released,,Serial,
70,MP2938,3AEFB5C97E964E0C8915370092022410,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,3AEFB5C97E964E0C8915370092022410,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,,,,,SofTech.Mechanical.SolidWorks,,0,Make,Additional Parts,vault:///?fileId=87DF37D58EF640A8B133066F07E74273,EA,,,MP2938,Assembly,A,Released,,Serial,
71,MP3221,3DEB292D0C9F4AFD993B948F8DE603E8,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,3DEB292D0C9F4AFD993B948F8DE603E8,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.03,Actual,100nF / 0.1uF ceramic capacitor 1206 SMT ceramic,,,,0,Buy,Capacitor 100uF,,EA,,,MP3221,Component,A,Released,,Serial,
72,MP2670,406792ADF7924AF78A7070A4DD2FA274,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,5,0,406792ADF7924AF78A7070A4DD2FA274,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.135,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,26 Pin Female Header,vault:///?fileId=F0616E2318E64E9EA722F980C86FA7D0,EA,,,MP2670,Component,B,Released,,Serial,
73,MP1913-004,4331B846DAD84C098B0B6842F91DD531,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,4331B846DAD84C098B0B6842F91DD531,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.17,Actual,,,SofTech.Mechanical.SolidWorks,,0,Buy,M3x35 Flat Head Socket Bolt,vault:///?fileId=F882607C443C4CAAB77F5B05281C45E2,EA,,,MP1913-004,Component,A,Released,,Serial,
74,MP3222,45A9523A26994917830B9F97A0962155,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,45A9523A26994917830B9F97A0962155,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.198,Actual,Thick film rectangular,,,,0,Buy,Resistor 10K,,EA,,,MP3222,Component,A,Released,,Serial,
75,MP2375,49BCE3D0ED7B494DBDD5F8B49246FD75,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,49BCE3D0ED7B494DBDD5F8B49246FD75,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,2.8,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Thing-O-Matic 2 Cut Rod Guide Ring,vault:///?fileId=E7E45F376B1D486C8F8A57AFCA6C00FB,EA,,,MP2375,Component,B,Released,,Serial,
76,MP0370-003,4AB823CEF08042D5B322AF062895F98C,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,4AB823CEF08042D5B322AF062895F98C,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.08,Actual,,,SofTech.Mechanical.SolidWorks,,0,Buy,M3x10 Socket Cap Bolt,vault:///?fileId=A00C05CE046042FC96B1871FCC604585,EA,,,MP0370-003,Component,A,Released,,Serial,
77,MP2951,4AE1B244824F42C49811A6FC33431D5E,2017-11-11 22:03:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,4,0,4AE1B244824F42C49811A6FC33431D5E,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,30.57,Calculated,,,,,0,Make,Cover,vault:///?fileId=74E89FB5699A490880CF0AC6857B6577,EA,,,MP2951,Assembly,A,Released,,Serial,
78,MP3597,4AF45C91779E4D0B92B5EF17A366B5DC,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,4AF45C91779E4D0B92B5EF17A366B5DC,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.17,Actual,"Cap,Ceramic,22pF,50VDC,NP0 TC Code,0805 Case",,,,0,Buy,Capacitor 22pF,,EA,,,MP3597,Component,A,Released,,Serial,
79,MP1920,4B0C529700354D2780CB6BCB53BB916B,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,72A2322564FE4193933CFB5339487A07,,1,,0,0,,1,0,4B0C529700354D2780CB6BCB53BB916B,5C07EB829D4241F6BB884952960FAF58,,,,,,,,,,0,Make,Housing Fab Assembly,,EA,,,MP1920,Phantom,A,Preliminary,,Serial,
80,MP2968,4C40CCBC9E864E9CA7BE8A93423BD362,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,4C40CCBC9E864E9CA7BE8A93423BD362,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,284.39,Calculated,,,SofTech.Mechanical.SolidWorks,,0,Make,XY Stage,vault:///?fileId=3DD4D703469B4393B1B8A5E1A07216F0,EA,,,MP2968,Assembly,A,Released,,Serial,
81,P7234,4DA74D63BE354F22AB0150A77126FD25,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,72A2322564FE4193933CFB5339487A06,,1,,0,0,,1,0,4DA74D63BE354F22AB0150A77126FD25,5C07EB829D4241F6BB884952960FAF58,,,,,,,,,,0,Make,Thermal Core,,EA,,,P7234,Phantom,A,Preliminary,,Serial,
82,MP3854,506E4C80DB7C4C22ADDCC4F0FD28E699,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,506E4C80DB7C4C22ADDCC4F0FD28E699,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,5.5,Actual,LCD Controller Register,,,,0,Buy,LCD Controller Register,,EA,,,MP3854,Component,A,Released,,Serial,
83,MP2505,51BD1B22927F47DFB2760C1C1CE1675F,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,72A2322564FE4193933CFB5339487A06,,1,,0,0,,1,0,51BD1B22927F47DFB2760C1C1CE1675F,5C07EB829D4241F6BB884952960FAF58,,,,,,,,SofTech.Mechanical.SolidWorks,,0,Make,MK7 Nozzle 0.3mm,vault:///?fileId=A990F12EC4744C7CAC4EAB7B40700C79,EA,,,MP2505,Component,B,Preliminary,,Serial,
84,MP2956,526C66B626B64BCB869ACBB083A900A3,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-10 16:56:00.000,18DF23B3851D4C9FA1B96E9CF1F585A8,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,2,0,526C66B626B64BCB869ACBB083A900A3,95475AE006E7415794BDC93808DC04D2,2017-11-10 16:56:00.000,2017-11-10 16:56:00.000,,395.48,Calculated,,,SofTech.Mechanical.SolidWorks,,0,Make,Gantry,vault:///?fileId=02072E6C864841BF8FD8CF65D16627DE,EA,,,MP2956,Assembly,A,Released,,Serial,
85,MP3274,53769B210B184955AD40DF6D04BCA7CF,2017-10-17 12:36:00.000,0F6BD6E53E9749CA9B1A2A648D741A5A,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,53769B210B184955AD40DF6D04BCA7CF,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,2.32,Actual,2.0mm shrouded header PCB mount vertical,,,,0,Buy,Connector 26 pin,,EA,,,MP3274,Component,A,Released,,Serial,
86,MP2959,53FC97F610FF4C28934334957D2F69AE,2017-10-14 14:08:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,,,2017-11-07 18:37:00.000,E8DA8A7D08BF43B99B55465B5C4AC3BE,42BB3B183A7748C3B4AA9D33F7BF70AC,,1,,1,0,,1,0,53FC97F610FF4C28934334957D2F69AE,95475AE006E7415794BDC93808DC04D2,2017-11-07 18:37:00.000,2017-11-07 18:37:00.000,,0.06,Actual,,,SofTech.Mechanical.SolidWorks,,0,Make,Nylon Spacer with Flange,vault:///?fileId=10A716ED7E3E42139B360C2DA03D1F83,EA,,,MP2959,Component,C,Released,,Serial,
