,keyed_name,id,is_current,minor_rev,is_released,not_lockable,css,new_version,config_id,permission_id,release_date,effective_date,team_id,authoring_tool,authoring_tool_version,description,external_id,external_owner,external_type,has_change_pending,is_standard,is_template,monolithic_model_file,name,native_file,thumbnail,view_file,viewable_file,x_max,x_min,y_max,y_min,z_max,z_min,item_number,classification,created_by_id,created_on,current_state,generation,locked_by_id,major_rev,managed_by_id,modified_by_id,modified_on,owned_by_id,state,superseded_date,from_template,dynamic_enabled,indexed_on
32,MP2195,2909B59505F745DFA91FAA18E1C8810F,1,,1,0,,1,2909B59505F745DFA91FAA18E1C8810F,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2195.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Thing-O-Matic 2 Bottom Panel,B724942EB4E0496CBF94E5C96D122708,vault:///?fileId=5B53181E79E24A8D9515F114E8F32AC3,871FFE9556344BD99C8E9DD2AE139818,AEB081E766C44159843640A703173FC9,,,,,,,MP2195,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,C,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
33,MP0138,2C5F428A6C2845E5AF8B421524CF96D7,1,,1,0,,1,2C5F428A6C2845E5AF8B421524CF96D7,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP0138.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Type K Thermocouple,805F5CCEBA8A4821A5994A14FC8FF41E,vault:///?fileId=1C6ED1C81E64413F965B08AD8F456003,A8B7547C5BE74471B6D5A2D1EC24334F,778225E6BDD0400E83D37C99C3F42840,,,,,,,MP0138,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,A,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
34,MP2664,2C67AE76FC4741738A043965C1EB6360,1,,1,0,,1,2C67AE76FC4741738A043965C1EB6360,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2664.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Spacer Black 22 mm length .14in ID 516in OD,4DB07546E805453A89813C231C6FD4BD,vault:///?fileId=1DD93448B14F48CB81857A93D846678C,6424674836494984BEB071FD972839DD,C92C229269B74EFDB244D3A86877F82A,,,,,,,MP2664,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,B,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
35,MP2729 PCB,2DF2779A61CC4C34BB72FD458E034C15,1,,1,0,,1,2DF2779A61CC4C34BB72FD458E034C15,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,Altium Designer,14.3.5,Layout files container,,,,0,0,0,,Makerbot MightyBoard PCB,,vault:///?fileId=5D4280D9041045ECA4F99CE2E662181B,,,,,,,,,MP2729 PCB,Electronic/Physical,0F6BD6E53E9749CA9B1A2A648D741A5A,2017-10-17 12:36:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,E,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
36,MP2367,2E9CCBF0C6FE46E7B4008369171B35A6,1,,1,0,,1,2E9CCBF0C6FE46E7B4008369171B35A6,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2367.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Thing-O-Matic 2 Extended Rod Cover,5FF8BFB5883F4FB3AA9CBC46B88C0220,vault:///?fileId=97E151CEE0F648A78144F6563EBF62FA,04A097C7FF494676B2C09858E4F5C675,3C9EEA5C0B8A4ED9A2F1BA0BD7874252,,,,,,,MP2367,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,B,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
37,MP1915,3154CD8BD2124B59853D2801F65CE4D5,1,,1,0,,1,3154CD8BD2124B59853D2801F65CE4D5,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP1915.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,O ring .14in ID .246in OD,70733EC971F0425089FF91BCC4480E8B,vault:///?fileId=D3EDA142720D490EB4B5C4BFC8451EFE,B0E0A3B261664E67B6A0FB688511EDDC,4ED274D31A6346A9A899E45DC65BC1B4,,,,,,,MP1915,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,A,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
38,MP2937,31637897E77048709C149294EC54014A,1,,1,0,,1,31637897E77048709C149294EC54014A,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2937.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Acrylic Side Cover,7A7C4783C8654D469A2E183725452662,vault:///?fileId=AAE0129F94204CC3B7C7DB0B218BCA8E,7B446DDF12E84829AF9350EAD013DAEF,1C61A81D009C494699EC65077C54F9D2,,,,,,,MP2937,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,A,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
39,MP2407,3495C1126DB14BEA8BB09591260DABAB,1,,1,0,,1,3495C1126DB14BEA8BB09591260DABAB,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2407.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Thing-O-Matic 2 Extended Rod Guide Ring,AE4E7A9B9E5048FE9D6C034BEC2A1EB8,vault:///?fileId=268F43DD3AC640259251BC1D2DEC21A5,EAA1CD14B96841D88F06D6DD5754396C,0D6CD6B8773B47BFA0A8895B65E49F11,,,,,,,MP2407,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,B,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
40,MP2583,34C29314CF3740DA815CE759D31DDAF8,1,,1,0,,1,34C29314CF3740DA815CE759D31DDAF8,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2583.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Foot Edge Neoprene,EB17CF89BF504046925D43D2C68E12DE,vault:///?fileId=73EB3AEA941D4B85ACB2B82A15E7A4B5,0B4E509CA86B42E995DE258019B5B1A5,6515F01DE5D448FEB74BD8059259B96D,,,,,,,MP2583,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,A,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
41,MP2683,3510A354F66F4BA0BF043E6359D31426,1,,1,0,,1,3510A354F66F4BA0BF043E6359D31426,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2683.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Clamp Hinged Blind Hole Mount Black,A015023F4A8B4627A1BB10F9F576F664,vault:///?fileId=0F8E1DB3CB22439AA65341ED7C4CB6B9,2D6ACBD22FCB409D996AE95F09B51354,D17BD242CCC542BCAD0208681618E9AF,,,,,,,MP2683,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,B,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
42,MP1914,3736BE5F60DB47F5BBA2F60B668D837F,1,,1,0,,1,3736BE5F60DB47F5BBA2F60B668D837F,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP1914.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Washer .16in ID .25in OD .015in Thk,7EE97BA74B4743B79E83897B0F8261EB,vault:///?fileId=C2C7001F1EF242C183707D15F98F2AA3,524EC296AEA349E1928E7A0994A184CF,6F9477066758426DB6F55A3A6B59005E,,,,,,,MP1914,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,A,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
43,MP2662,382A373D651349FF9679D40F828FC486,1,,1,0,,1,382A373D651349FF9679D40F828FC486,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2662.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Spacer Black 3-4 in length .14in ID .25in OD,A29FB400AD28432AB3F1F1B737016D3E,vault:///?fileId=389B9F651360457596F9E9FA820A3A96,1F781B56DD33406FB5E6850EA2D4DAEB,D85CA7A43E14451393CB9A8F2F1188E8,,,,,,,MP2662,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,A,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
44,MP2942-D,3913852725704B14AD611E7B7BEE4245,0,,1,0,,1,3913852725704B14AD611E7B7BEE4245,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2942.SLDDRW,SofTech.Mechanical.SolidWorks,solidworks_drawing,1,0,0,,Body Drawing,BA4A59C6A4E240ACA78D0C44E7665BA0,vault:///?fileId=09B39B569CEC456794009DC43BE84CC8,,B2BBFEB6BA2245F196A04BB1B2D45623,,,,,,,MP2942-D,Mechanical/Drawing,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,19853E4D3985483B93BBFCCE7052E38B,1,,A,,E8DA8A7D08BF43B99B55465B5C4AC3BE,2018-01-24 07:00:00.000,,In Change,,,0,
45,MP2954-D,39A5C87DF01849089D8ABF55999DDF89,1,,0,0,,1,24005F7822634762A73612F536ACE13B,ADAD9367EAAD4546AC268AF314531355,,,,SolidWorks,sw2014_SP03,,MP2954.SLDDRW,SofTech.Mechanical.SolidWorks,solidworks_drawing,1,0,0,,Extruder Drawing,5BD3C976D3D54251A52C668415D08208,vault:///?fileId=D3D047544FD541ACAB45081735774D5C,,3F2EBABD1B3A404C8A641C29BB9FBDC8,,,,,,,MP2954-D,Mechanical/Drawing,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,E4F115AAA1FA4D9FB053915171F49007,2,,B,,E8DA8A7D08BF43B99B55465B5C4AC3BE,2018-01-24 07:45:00.000,,In Review,,,0,
46,MP2381,4060195DF10A463EAF7F98F12273D80C,1,,1,0,,1,4060195DF10A463EAF7F98F12273D80C,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2381.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Shaft 8mm x 300mm,E307892119FF4B1DA2C8AA4520D579E0,vault:///?fileId=022E965CD62442148FB15C5223DD220F,56129DD8A2D64811855DAED831EAB0B7,C039C20B55B0430399095DEB6183D3C3,,,,,,,MP2381,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,C,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
47,MP2506,43B41FEBD4694BA8AD60E36E8014C975,1,,1,0,,1,43B41FEBD4694BA8AD60E36E8014C975,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2506.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,MK8 Nozzle 0.4mm,AB4BA9D5037E4C2984A51085CA10C9B6,vault:///?fileId=DF9B88F2878F434787140A002E4490D5,E6BF6A92926741558D662FFABB51B69F,F70B21CEA52E41E1B2029F50C308FC83,,,,,,,MP2506,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,B,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
48,MP1701,4A2C89D38D404ABEAB7BC5AF9015F26A,1,,1,0,,1,4A2C89D38D404ABEAB7BC5AF9015F26A,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP1701.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,MK7 Thermal Barrier,1ECA26D739174889B6C56C5FCF7855EA,vault:///?fileId=3D8D6C444A504A0E9C81E4EF9BCF8CF1,432B1C78E35F40B492DA3232E90CAE8F,4FC25FAE9DBB4900B2140CF0807249CB,,,,,,,MP1701,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,C,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
49,MP2589,4CA4783E35F3430BB9B164B0E387B686,1,,0,0,,1,4CA4783E35F3430BB9B164B0E387B686,EA3ED7E7391542D7A17AF2F42B5274ED,,,,SolidWorks,sw2014_SP03,,MP2589.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,MK7 Bar Mount,5F8B990021364C2CA1D7C824BE02AC59,vault:///?fileId=E40AA4C26082413D84D8A8B2120F3734,D6BAB41CF4AC4738A616859C31201373,97D49A509368494EAC85534B5CC838B7,,,,,,,MP2589,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,A29C9720FF0D4950A140A90BEEA903DA,1,,A,,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,,Preliminary,,,0,
50,MP2322,4CC6CA0C7B2A4AFD98A417F5A6749A23,1,,1,0,,1,4CC6CA0C7B2A4AFD98A417F5A6749A23,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2322.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,RGB LED Strip Common Anode,5DE01DFA78864105890455126054DCEE,vault:///?fileId=1AC0D41BC04A44EC957AFBE9CE8D1ECE,2BF5298976344D428B7444D56C382C18,A7D51803480842A78F328E38F182ABA9,,,,,,,MP2322,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,C,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
51,MP2959,4D498A7CA65B412491DB656C22D9D2C5,1,,1,0,,1,4D498A7CA65B412491DB656C22D9D2C5,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2959.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Nylon Spacer with Flange,9F98A9433D2A45E39DC5186824C84817,vault:///?fileId=10A716ED7E3E42139B360C2DA03D1F83,AF4D4736920D4D86A862A78B785C4733,9E57C431B1F041CD97AF36D427485394,,,,,,,MP2959,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,C,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
52,MP0102,4D8D194FAB89467FA78B5511B5EB98D4,1,,0,0,,1,4D8D194FAB89467FA78B5511B5EB98D4,EA3ED7E7391542D7A17AF2F42B5274ED,,,,SolidWorks,sw2014_SP03,,MP0102.SLDASM,SofTech.Mechanical.SolidWorks,solidworks_assembly,0,0,0,,Cover Option for MakerBot Replicator,48EBEF4E1484473CAA6210F119DB4866,vault:///?fileId=1A047FA1530E403AAE40F3654C11FA18,206D0EF1EF6947A9B376A3F5FE5619A3,F1D2D23A99C8450DABA0E170A5ACF6CD,,,,,,,MP0102,Mechanical/Assembly,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-11-11 22:03:00.000,A29C9720FF0D4950A140A90BEEA903DA,1,,A,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-11-11 22:03:00.000,,Preliminary,,,1,
53,MP2753,4DB10BE143A348AD9C0323B8FEF215BD,1,,1,0,,1,4DB10BE143A348AD9C0323B8FEF215BD,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2753.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Shaft 8mm x 424mm,EE86DF7CFA8C4549B1761BAA0ECD1119,vault:///?fileId=0F155FEFE77A48EAAAAFE2DDF31E62E2,2EB05E8B73274C279DACCBBC11DA44A3,55DAB01B3B97476487A6FE5CDC47EBF0,,,,,,,MP2753,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,B,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
54,MP2338 Fabrication,4EF2125AE98049C38DDB121238C2B6A3,1,,1,0,,1,4EF2125AE98049C38DDB121238C2B6A3,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,Altium Designer,14.3.5,Bare board fabrication files container,,,,0,0,0,,Thing-O-Matic Heater Board Fabrication,,vault:///?fileId=A8C3CE233D6B4CABA718045DE4BE8C90,,,,,,,,,MP2338 Fabrication,Electronic/Fabrication,0F6BD6E53E9749CA9B1A2A648D741A5A,2017-10-17 12:36:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,B,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
55,MP2667,516697233509415BA9CB5DC073BFB4EA,1,,1,0,,1,516697233509415BA9CB5DC073BFB4EA,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2667.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Spacer Black 5-16 in length .14in ID .25in OD,A54842004A014B5FB7357801539F636C,vault:///?fileId=6EAB202FE65C48AEBE4789C4EFD5839A,BA3061D3001947C1B44710009874990F,8E61D0C1D5244BFD9F9447CC3CF92FBF,,,,,,,MP2667,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,B,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
56,MP2669,5181D7C9C19B41E8AA016565F1446C2E,1,,1,0,,1,5181D7C9C19B41E8AA016565F1446C2E,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2669.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,26 Pin Ribbon Cable,3C176D86801D402E83D28C059A0DB217,vault:///?fileId=0E5B618559044080ABF571F36F861471,441703D793744095A5F9E831A6C79303,51DE36E8CE9941BC949C07B158DCD025,,,,,,,MP2669,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,B,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
57,MP2403,529313AB0FD34CBFBA1D34101A6784DB,1,,1,0,,1,529313AB0FD34CBFBA1D34101A6784DB,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2403.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,293 Tooth GT2 Timing Belt,E136397D9E714D7483EB058B24243B8B,vault:///?fileId=C105ECEA7A344BF5822DF5C25D9D96FF,77DFBA0EC2A94B72841C50BDE4DAA25E,CFD5CFB69056469C9D9B5221A694E962,,,,,,,MP2403,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,D,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
58,MP2690,5311686E397C40AFBBF17B70508869D1,1,,1,0,,1,5311686E397C40AFBBF17B70508869D1,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2690.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Washer 0.355 46mm Thk 3.175mm ID 7.95mm OD,080292D59EFB42D888FD8A454F6BE97B,vault:///?fileId=F0F52DB79B2040DDA25EE0F41A38E59F,7D73538DED8442D5875BC886D217F553,DE146B61697B453DB1C570A9814CA6A2,,,,,,,MP2690,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,A,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
59,MP2405,54B2A5481C44486584116E4109C8AEA7,1,,1,0,,1,54B2A5481C44486584116E4109C8AEA7,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2405.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,83 Tooth GT2 Timing Belt,4E84795BDEA644D3ADE9E723E0D55C12,vault:///?fileId=3CBF0E1A35C442158CC86B14AED97FAD,A8B24028D73A46DC91B8F790888BA36F,1FF05DC699634B8FBFC237321C9561C0,,,,,,,MP2405,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,C,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
60,MP0190,55350A40B5704B4280A600B8BDDD7FFE,1,,1,0,,1,55350A40B5704B4280A600B8BDDD7FFE,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP0190.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,M3 Washer,80856B786B524D3FB2272E8D625FE205,vault:///?fileId=EF01183252BB408CB12F3AE4F3D816DA,920E43E5E9A3463A82BDF3B1B62E3265,5F4029BEF08A4EB4A038082A9ACEFAA7,,,,,,,MP0190,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,A,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
61,MP0977,58F3C21D86444D0E8CBA125CC52DC3DA,1,,1,0,,1,58F3C21D86444D0E8CBA125CC52DC3DA,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP0977.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,Thingomatic Idler Pulley,18F2430B279A4FA8A00096ED1B053CB8,vault:///?fileId=87A55A05E393400FBCBA802330AD41F4,363E7E06B1614FEDBF3932B552D83D09,ACA826AE177F49259A630BDCDAA46EC3,,,,,,,MP0977,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-10-14 14:08:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,C,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
62,MP2344,59BD5BDB929D4648A598C33CC5368F96,1,,1,0,,1,59BD5BDB929D4648A598C33CC5368F96,BADFEE81D2844845BDDAEA8CB663281E,2017-10-29 13:55:00.000,2017-10-29 13:55:00.000,,SolidWorks,sw2014_SP03,,MP2344.SLDPRT,SofTech.Mechanical.SolidWorks,solidworks_part,0,0,0,,MK7 Filament Drive Block,1B3AF510859C42229A90DBE7327934C9,vault:///?fileId=753176E8F64A4E2AAC86B03D209C98B9,63C877A7DE10442BAF00F3DF656BFAE7,6B231DB5F0704E58816824F72BD533C6,,,,,,,MP2344,Mechanical/Part,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-11-28 23:45:00.000,9EB3760DC37E4950BDB908906433FFE8,1,,B,,18DF23B3851D4C9FA1B96E9CF1F585A8,2017-10-29 13:55:00.000,,Released,,,0,
63,MP2936-D,5BD2A92CD18F45F5BAACC7375304CCE5,1,,0,0,,1,5BD2A92CD18F45F5BAACC7375304CCE5,EA3ED7E7391542D7A17AF2F42B5274ED,,,,SolidWorks,sw2014_SP03,,MP2936.SLDDRW,SofTech.Mechanical.SolidWorks,solidworks_drawing,0,0,0,,Acrylic Cover Drawing,BE598559960543B7B438BC9B3142DAFC,vault:///?fileId=1A5B93CD330B4DA2BFB921E33D4A4AEF,,C2E07AEF34574B46B398B86203A82692,,,,,,,MP2936-D,Mechanical/Drawing,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-12-01 19:00:00.000,A29C9720FF0D4950A140A90BEEA903DA,1,,A,,E8DA8A7D08BF43B99B55465B5C4AC3BE,2017-12-01 19:00:00.000,,Preliminary,,,0,
